Unnamed: 0,S1(换乘站),S2,S3(换乘站),S4,S5(换乘站),S6,S7(换乘站),S8(换乘站),S9,S10,S11,S12(换乘站),S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
09:32:00,1,4,1,4,1,3,0,3,5,0,2,0,2,5,1,0,0,0,1,0,0,0
09:32:10,1,4,1,4,1,3,2,1,1,0,7,0,5,2,1,0,0,0,0,0,0,0
09:32:20,1,4,2,1,1,8,2,3,5,2,7,2,2,2,1,0,0,0,1,0,0,0
09:32:30,3,4,1,1,4,3,0,1,1,0,2,0,2,1,1,0,0,0,1,0,0,0
09:32:40,1,4,1,1,4,8,2,1,1,1,2,0,2,1,1,1,0,0,1,0,0,0
09:32:50,1,11,1,4,1,3,0,3,1,1,7,0,2,5,1,0,0,0,0,1,0,0
09:33:00,1,11,1,4,1,8,2,3,5,0,2,2,2,1,1,1,0,1,0,1,0,0
09:33:10,3,11,1,1,4,3,0,1,5,0,2,0,2,5,1,1,0,0,1,1,0,0
09:33:20,1,4,1,1,1,3,0,1,1,1,2,0,5,5,1,1,0,0,1,0,0,0
09:33:30,1,11,1,4,1,3,0,1,1,2,7,0,5,5,3,1,0,0,0,0,0,0
09:33:40,1,4,1,1,4,3,0,3,1,1,7,2,2,1,1,1,0,0,0,0,0,0
09:33:50,3,4,1,3,1,9,2,1,5,2,7,2,2,1,1,0,0,1,1,1,0,0
09:34:00,1,11,1,1,4,3,0,1,1,2,2,0,2,5,3,0,0,0,0,0,0,0
09:34:10,3,4,1,1,1,3,0,1,1,0,7,2,5,1,1,0,0,0,0,0,0,0
09:34:20,1,4,2,1,4,3,0,1,5,0,2,0,2,1,1,0,0,1,1,1,0,0
09:34:30,3,4,2,1,4,3,2,1,1,2,2,0,2,1,1,1,0,0,0,0,0,0
09:34:40,1,4,1,1,1,3,0,1,5,0,2,0,2,1,3,0,0,0,0,0,0,0
09:34:50,3,4,1,1,1,3,0,1,1,2,2,0,2,5,3,0,0,0,1,0,0,0
09:35:00,1,4,1,1,1,3,2,3,1,0,2,0,2,5,1,0,0,0,0,0,0,0
09:35:10,1,4,1,1,1,3,0,1,1,2,2,0,5,1,1,0,0,1,0,0,0,0
09:35:20,3,4,1,1,1,3,1,1,2,1,2,2,2,1,3,0,0,0,0,0,0,0
09:35:30,1,4,1,3,1,3,0,1,2,1,7,1,2,1,3,0,0,0,0,0,0,0
09:35:40,1,4,1,1,4,3,0,1,5,1,2,2,5,5,1,0,0,0,0,0,0,0
09:35:50,1,4,3,3,4,9,0,1,5,0,7,0,5,1,1,0,0,1,0,0,0,0
09:36:00,3,4,2,3,4,3,0,1,1,2,2,0,2,5,1,0,0,1,1,0,0,0
09:36:10,1,4,2,1,1,3,0,1,5,1,2,0,2,1,3,0,0,0,1,0,0,0
09:36:20,1,4,1,1,4,3,0,1,2,1,7,0,2,5,3,0,0,0,0,0,0,0
09:36:30,1,12,1,3,1,9,2,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0
09:36:40,3,4,2,1,4,9,0,1,2,1,2,0,2,1,1,0,0,0,0,0,0,0
09:36:50,1,4,2,3,4,9,0,1,2,1,2,0,2,5,3,0,0,1,0,0,0,0
09:37:00,1,4,2,3,1,9,0,1,2,2,2,0,2,1,1,1,0,0,1,0,0,0
09:37:10,1,4,1,3,1,9,1,1,5,1,2,0,2,5,3,1,0,0,0,0,0,0
09:37:20,1,11,2,3,1,3,0,3,5,1,7,0,5,5,1,1,0,0,1,0,0,0
09:37:30,1,4,1,1,1,3,1,3,2,1,2,2,2,1,1,1,0,0,0,0,0,0
09:37:40,1,4,2,1,1,9,1,3,2,2,2,0,2,1,1,0,0,0,1,0,0,0
09:37:50,3,4,1,1,1,3,1,1,5,1,2,2,2,2,1,1,0,0,0,0,0,0
09:38:00,1,4,1,1,1,3,1,3,2,1,7,1,5,2,1,0,0,1,0,0,0,0
09:38:10,1,4,1,3,1,3,2,1,5,2,2,1,2,2,3,1,0,0,1,0,0,0
09:38:20,3,4,1,3,1,3,2,1,2,1,2,1,2,2,3,0,0,1,0,0,0,0
09:38:30,3,4,1,1,4,3,1,1,2,1,2,1,5,2,1,0,0,1,0,0,0,0
09:38:40,1,12,1,1,4,3,1,3,2,1,7,1,2,2,3,0,0,1,0,0,0,0
09:38:50,3,4,1,1,4,3,1,1,5,2,2,2,2,2,3,1,0,1,0,0,0,0
09:39:00,1,4,1,3,1,3,1,3,2,1,2,2,5,2,3,1,0,0,1,0,0,0
09:39:10,3,4,3,1,1,3,2,1,2,1,7,1,2,2,1,0,0,0,1,0,0,0
09:39:20,1,4,1,1,1,3,1,1,5,2,7,1,2,2,1,0,0,0,0,0,0,0
09:39:30,1,12,2,1,1,3,1,1,2,1,2,1,2,2,1,0,0,0,1,0,0,0
09:39:40,1,12,1,1,1,9,1,1,2,1,2,1,2,5,3,0,0,0,0,0,0,0
09:39:50,1,4,1,1,4,3,1,1,5,1,7,1,2,2,1,0,0,0,1,0,0,0
09:40:00,1,11,1,1,1,3,1,3,2,1,2,2,2,2,1,0,0,1,0,0,0,0
09:40:10,3,4,1,1,1,3,1,1,2,1,7,2,2,2,1,0,0,1,0,0,0,0
09:40:20,1,4,1,3,1,3,1,3,5,1,7,2,2,2,1,0,0,0,0,0,0,0
09:40:30,1,11,1,1,4,3,2,3,2,1,7,1,5,2,1,0,0,0,0,0,0,0
09:40:40,1,4,1,4,1,3,1,1,2,1,3,1,6,2,1,1,0,1,1,0,0,0
09:40:50,1,4,3,1,4,9,1,1,2,2,3,1,6,2,1,0,0,1,1,1,0,0
09:41:00,3,4,3,1,1,9,1,3,2,2,7,1,2,2,1,0,0,1,1,0,1,0
09:41:10,4,4,1,4,1,3,2,1,2,1,3,1,5,5,1,0,0,1,1,1,0,0
09:41:20,3,12,3,1,1,9,1,1,2,2,3,1,2,2,3,0,0,1,0,1,0,0
09:41:30,1,4,1,1,1,3,2,3,2,1,3,1,2,2,3,0,0,1,1,0,0,0
09:41:40,1,4,1,1,1,3,1,1,5,2,7,1,5,2,1,0,0,1,1,0,0,0
09:41:50,1,4,1,1,1,3,2,1,2,2,3,1,2,5,3,0,0,1,1,0,1,0
09:42:00,1,4,1,4,4,3,1,3,2,2,2,1,2,2,1,0,0,1,1,1,0,0
09:42:10,3,4,1,1,1,9,1,3,2,1,3,1,2,5,1,0,0,1,1,1,0,0
09:42:20,1,12,1,1,1,3,2,1,2,1,2,1,2,2,1,0,0,1,0,1,0,0
09:42:30,1,4,3,1,1,3,2,1,2,1,2,2,6,2,3,1,1,1,0,0,0,0
09:42:40,1,4,1,1,1,3,1,1,2,1,2,1,2,2,3,0,1,1,0,0,0,0
09:42:50,3,4,1,1,1,3,2,1,5,1,7,2,5,5,1,0,0,1,0,0,1,0
09:43:00,1,12,1,4,1,9,2,1,5,1,2,2,5,5,1,0,0,1,1,1,0,0
09:43:10,1,12,1,4,1,9,2,1,2,2,2,1,2,2,1,0,0,1,1,0,1,0
09:43:20,4,4,3,4,1,3,1,1,5,2,2,1,2,2,1,0,0,1,0,0,0,0
09:43:30,1,12,3,1,1,3,1,1,2,1,2,1,2,2,3,0,0,1,0,1,0,0
09:43:40,1,4,3,1,4,3,1,1,2,1,2,1,2,5,1,0,0,1,1,0,0,0
09:43:50,4,12,3,1,1,9,1,3,2,2,2,2,2,5,3,0,0,1,1,0,0,0
09:44:00,1,4,1,1,1,3,2,1,2,2,2,1,2,2,4,0,0,1,0,0,1,0
09:44:10,1,4,3,1,4,9,2,1,2,1,2,1,2,2,1,0,1,1,0,1,0,0
09:44:20,1,4,3,1,1,3,2,3,2,1,2,2,2,2,1,0,0,1,0,0,0,0
09:44:30,4,4,1,4,4,3,1,1,2,1,2,2,2,2,1,1,0,1,0,0,0,0
09:44:40,1,12,1,1,1,3,1,1,2,1,2,1,6,2,4,0,1,1,1,0,0,0
09:44:50,1,12,1,1,1,9,1,4,5,2,2,1,6,2,1,1,0,1,0,0,0,0
09:45:00,1,4,0,4,1,3,0,2,2,2,7,1,6,1,2,1,0,0,1,0,0,0
09:45:10,1,11,0,1,2,8,2,0,2,0,3,1,2,5,2,1,0,1,1,0,0,0
09:45:20,1,11,0,1,2,3,0,0,6,1,3,1,2,5,1,1,0,0,0,0,0,0
09:45:30,1,4,2,1,1,3,2,2,6,1,3,0,2,1,1,1,0,0,1,0,0,0
09:45:40,0,11,0,1,2,3,2,0,2,1,3,0,2,1,1,0,0,1,1,0,0,0
09:45:50,0,4,0,1,1,8,2,2,2,1,7,0,2,5,1,0,0,1,0,0,0,0
09:46:00,2,11,2,1,1,3,0,0,2,1,3,1,2,5,1,0,0,0,1,0,0,0
09:46:10,0,4,0,4,2,3,0,0,6,1,3,0,2,1,1,1,0,0,0,0,0,0
09:46:20,0,4,0,3,2,3,0,0,2,0,7,1,2,5,1,1,0,0,0,0,0,0
09:46:30,1,4,0,1,0,9,0,2,2,1,3,0,7,1,1,1,0,0,0,0,0,0
09:46:40,2,11,0,1,1,3,0,0,2,1,2,0,2,1,2,0,0,1,0,0,0,0
09:46:50,1,4,2,1,0,8,0,0,2,1,2,1,2,1,1,0,0,1,1,0,0,0
09:47:00,0,4,0,1,0,3,0,0,2,1,2,0,2,1,1,0,0,0,0,0,0,0
09:47:10,2,4,2,4,2,3,0,2,2,0,7,0,2,1,1,0,0,0,0,0,0,0
09:47:20,2,4,0,1,0,3,2,2,2,0,7,1,2,5,2,1,0,1,0,0,0,0
09:47:30,0,4,0,4,0,3,0,2,2,0,2,1,2,5,2,0,0,0,0,0,0,0
09:47:40,2,4,2,4,0,3,2,2,6,1,2,0,2,1,1,0,0,1,0,0,0,0
09:47:50,2,11,0,1,2,3,0,0,6,1,2,0,2,1,2,0,0,1,0,0,0,0
09:48:00,2,4,2,1,2,3,0,0,2,2,7,1,2,5,1,0,0,1,1,0,0,0
09:48:10,2,11,2,1,1,3,0,0,2,2,2,0,7,5,2,0,0,0,0,0,0,0
09:48:20,0,11,0,4,0,9,2,0,2,2,2,0,2,1,1,0,0,1,1,0,0,0
09:48:30,0,4,0,1,2,3,2,0,2,0,2,0,2,1,1,0,0,0,1,0,0,0
09:48:40,0,4,2,4,1,9,0,0,6,0,2,1,2,1,1,1,0,0,0,0,0,0
09:48:50,0,11,0,1,2,3,2,0,6,1,7,1,7,5,1,0,0,0,1,0,0,0
09:49:00,2,4,0,1,0,3,0,2,2,2,2,1,2,5,1,0,0,0,0,0,0,0
09:49:10,0,4,0,1,2,3,0,0,2,0,2,0,7,1,1,1,0,1,0,0,0,0
09:49:20,0,11,0,1,0,3,0,0,6,2,7,0,2,1,1,0,0,0,1,0,0,0
09:49:30,2,4,0,1,0,3,0,2,2,0,2,0,2,1,1,0,0,0,0,0,0,0
09:49:40,2,4,0,1,0,9,0,2,6,0,2,0,7,5,1,0,0,0,0,0,0,0
09:49:50,0,4,0,1,2,9,0,0,2,2,7,1,7,1,1,0,0,1,1,0,0,0
09:50:00,0,4,2,1,0,3,2,0,2,0,2,1,2,5,1,0,0,0,1,0,0,0
09:50:10,2,11,0,1,2,3,0,2,6,0,2,0,7,1,1,0,0,1,0,0,0,0
09:50:20,1,11,1,1,1,3,0,2,2,1,2,0,7,5,1,0,0,1,0,0,0,0
09:50:30,0,4,2,4,2,9,0,1,2,2,3,1,2,1,1,0,0,1,1,0,0,0
09:50:40,2,4,2,1,1,9,2,1,2,1,2,0,7,1,1,1,0,0,0,0,0,0
09:50:50,1,4,2,1,1,3,2,1,2,0,3,0,7,1,2,0,0,0,0,0,0,0
09:51:00,1,4,0,1,1,9,0,1,2,0,3,0,2,1,1,0,0,0,0,0,0,0
09:51:10,1,4,2,1,1,9,2,1,2,0,7,0,2,5,1,0,0,0,0,0,0,0
09:51:20,2,4,0,4,1,3,2,2,2,0,2,0,2,1,1,0,0,1,0,0,0,0
09:51:30,0,4,1,4,1,9,0,1,6,2,2,1,2,5,1,0,0,0,0,0,0,0
09:51:40,0,11,2,1,2,9,0,2,2,0,3,1,2,1,1,0,0,0,0,0,0,0
09:51:50,2,11,0,1,2,9,2,0,2,0,7,1,2,1,3,1,0,0,0,0,0,0
09:52:00,1,4,0,1,1,9,0,1,2,0,7,1,7,1,2,0,0,0,1,0,0,0
09:52:10,1,4,0,1,2,3,0,0,6,2,7,0,2,1,1,0,0,0,0,0,0,0
09:52:20,1,11,2,1,1,3,2,2,6,2,3,0,7,5,1,0,0,0,1,0,0,0
09:52:30,1,4,2,1,2,3,0,0,2,1,7,0,2,1,1,0,0,1,0,0,0,0
09:52:40,1,11,0,1,1,3,0,0,2,1,3,0,2,5,1,0,0,0,1,0,0,0
09:52:50,1,4,0,1,2,3,2,0,2,1,3,0,2,1,1,0,0,0,1,0,0,0
09:53:00,2,4,2,1,2,9,0,2,6,2,7,0,6,2,2,0,0,1,1,0,0,0
09:53:10,1,4,1,1,2,9,0,1,2,1,7,0,2,2,1,0,0,0,1,0,0,0
09:53:20,2,11,1,4,1,9,0,2,2,1,7,0,6,2,1,0,0,0,0,0,0,0
09:53:30,1,4,1,1,1,9,2,1,2,1,7,0,2,5,2,0,0,0,0,0,0,0
09:53:40,1,4,1,1,1,3,0,1,2,1,3,1,2,1,2,0,0,0,0,0,0,0
09:53:50,2,4,2,1,1,9,2,1,6,1,7,0,6,2,1,0,0,1,1,0,0,0
09:54:00,1,4,1,4,1,3,0,1,2,1,3,1,2,5,1,0,0,1,0,0,0,0
09:54:10,1,4,1,1,2,3,0,2,2,1,3,1,2,1,1,0,0,0,0,0,0,0
09:54:20,1,4,1,3,2,3,0,1,2,1,3,1,2,2,2,0,0,0,0,0,0,0
09:54:30,1,4,1,3,1,9,2,1,2,1,3,1,2,5,1,0,0,0,0,0,0,0
09:54:40,2,11,2,1,1,3,0,2,2,1,3,1,2,1,2,0,0,0,0,0,0,0
09:54:50,1,4,1,1,2,9,0,1,2,2,3,1,2,5,1,0,0,0,0,0,0,0
09:55:00,1,4,2,3,1,3,0,1,6,1,3,1,6,1,1,0,0,0,1,0,0,0
09:55:10,1,4,1,3,1,3,0,2,6,2,3,1,2,1,1,0,0,0,0,0,0,0
09:55:20,2,4,1,3,1,3,2,2,2,1,3,1,6,1,1,0,0,0,1,0,0,0
09:55:30,2,4,2,3,1,3,2,1,2,1,7,1,2,1,1,0,0,0,0,0,0,0
09:55:40,1,4,2,4,1,3,1,2,2,2,7,1,2,2,1,0,1,1,1,1,0,0
09:55:50,1,12,1,1,2,3,2,1,6,1,3,1,7,2,1,0,0,1,1,1,0,0
09:56:00,2,4,1,1,1,3,2,1,2,2,3,1,7,2,3,0,0,1,1,1,0,0
09:56:10,2,4,1,4,1,3,1,1,2,1,7,1,7,2,1,0,0,1,1,1,0,0
09:56:20,1,4,1,1,1,3,2,1,2,1,7,1,2,5,1,1,0,0,1,1,0,0
09:56:30,1,4,1,1,1,3,1,1,2,2,3,1,2,2,3,0,1,1,1,0,0,0
09:56:40,1,4,1,1,1,9,1,1,7,2,3,1,2,2,1,0,1,1,1,0,0,0
09:56:50,1,4,1,1,1,3,1,1,7,1,3,1,7,5,1,0,0,1,1,0,0,0
09:57:00,2,11,1,1,1,3,1,1,6,2,3,1,2,2,1,0,0,1,1,0,0,0
09:57:10,2,11,2,1,1,3,1,1,2,2,3,1,2,2,3,0,1,1,0,0,0,0
09:57:20,1,4,1,1,2,3,0,2,6,1,3,1,7,2,3,0,0,1,1,0,0,0
09:57:30,1,11,2,1,1,3,1,1,2,1,3,1,2,2,3,0,0,1,1,1,0,0
09:57:40,1,11,2,1,1,3,1,2,6,2,3,1,2,2,1,0,0,1,1,0,0,0
09:57:50,1,4,1,4,1,3,2,1,2,1,3,1,2,5,1,0,1,1,1,0,0,0
09:58:00,2,11,1,1,1,3,1,2,6,1,3,1,2,2,3,0,0,1,1,0,0,0
09:58:10,1,4,1,1,1,9,1,1,6,2,3,1,2,2,3,0,0,0,1,0,0,0
09:58:20,1,4,1,1,1,3,1,1,2,2,7,1,2,2,1,0,1,0,1,0,1,0
09:58:30,1,4,1,1,1,9,1,1,2,1,3,1,2,2,1,0,0,1,1,1,0,0
09:58:40,1,4,1,4,1,3,1,1,2,2,3,1,7,2,1,1,0,1,0,0,1,0
09:58:50,1,12,1,4,1,3,1,1,2,1,7,1,2,5,3,0,1,0,0,0,0,0
09:59:00,1,4,1,4,1,3,1,1,7,1,3,1,7,2,3,1,1,1,1,0,0,0
09:59:10,1,4,1,1,1,9,2,1,2,1,3,1,2,2,3,0,0,1,0,0,0,0
09:59:20,2,4,2,4,1,3,1,1,7,2,3,1,2,5,3,1,0,0,0,0,0,0
09:59:30,1,12,1,1,1,3,1,1,2,1,7,1,7,2,1,0,1,0,0,1,0,0
09:59:40,1,12,2,1,1,3,1,2,2,2,7,1,2,2,1,0,0,0,0,0,0,0
09:59:50,1,4,1,4,2,3,1,1,2,2,3,1,7,2,3,1,1,0,1,1,1,0
